ID,ISIN,FUND_NAME,AUM,DAILYNAV,EXPENSE_RATIO,ONE_DAY,ONE_MONTH,THREE_MONTH,SIX_MONTH,ONE_YEAR,TWO_YEAR,THREE_YEAR,FIVE_YEAR,SEVEN_YEAR,RETURN_SINCE_INCEPTION,PORTFOLIO_DATE,NAV_DATE,RETURNDATE,AUM_DECLARATION_DATE,SYNC_TIMESTAMP,SYNC_DATE
e470e99b-aef1-49a7-8035-b1beeda430f7,INF955L01666,Baroda BNP Paribas Multi Cap Fund Regular IDCW,30959928000,47.2157,1.96,0.22203,-7.80466,-8.97913,-10.25827,4.25732,5.8083,16.70236,14.23992,14.90617,15.30935,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:09:12.211 +0530,2026-03-17
2a8076a1-1ef2-412f-b72b-1561eac4c469,INF760K01AN2,Canara Robeco Savings Regular IDCW,13505583000,10.2733,0.53,0.03505,0.26167,1.2049,2.6454,6.86218,7.00556,7.07729,5.84971,5.7071,6.2229,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:28:10.766 +0530,2026-03-17
f17b5590-3cc5-4838-bc07-cd0f1f991c37,INF666M01HX1,Groww Nifty Smallcap 250 Index Fund Regular IDCW,1149762315,9.7459,1.05,-0.36497,-7.43755,-9.52562,-15.09357,4.59106,2.39457,,,,-1.5412,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:16:09.370 +0530,2026-03-17
a59d3c21-b58c-42c7-a1a2-1f65e582efc5,INF200KA18Y0,SBI BSE Sensex Index Fund Direct IDCW,3016045000,12.383,0.2,1.25516,-9.33519,-10.83926,-8.32229,3.02854,2.79178,,,,7.85035,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:28:13.411 +0530,2026-03-17
151d61c7-3c22-4af3-9ae7-ae3b4ec210e0,INF109KC1U43,ICICI Prudential NASDAQ 100 Index Fund Regular IDCW,28008885638.55,19.4288,1.08,1.07059,0.41686,-1.14117,5.72021,33.77175,22.21315,31.65146,,,16.01356,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 12:01:06.516 +0530,2026-03-17
0d16bbbb-25f6-4815-b6f6-80761497bf71,INF109K016Z0,ICICI Prudential Savings Regular IDCW,312839686624.766,110.5301,0.55,0.03186,0.29345,1.28167,2.92373,7.25854,7.37967,7.52659,6.42793,6.4085,6.43267,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:04:05.041 +0530,2026-03-17
064ca6d3-67e4-42fa-8035-d239eea8a8fd,INF200K01370,SBI Focused Fund Regular Growth,433105439000,353.506,1.53,0.86307,-6.10858,-6.48845,-2.10242,14.11308,11.17089,18.00328,13.31813,14.52636,17.98443,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 12:01:03.409 +0530,2026-03-17
e54877fc-c748-4f47-9177-e8678f8a9144,INF0GCD01099,TrustMF Banking & PSU Fund Regular IDCW,1317899554.91,1145.5236,0.71,0.02732,0.31385,0.76447,2.17366,6.72285,7.1457,6.99009,5.64427,,5.58983,2026-01-15,2026-02-10,2026-02-10,2025-12-31,2026-02-11 08:01:08.421 +0530,2026-02-11
2ecadd96-ff16-41d8-982b-8c2e3ff5234f,INF109K01EG8,ICICI Prudential Balanced Advantage Regular IDCW,711507502715,17.18,1.43,0.46784,-5.18764,-4.71436,-3.2928,8.24006,6.91594,11.37876,9.68052,10.23092,10.29966,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:16:08.754 +0530,2026-03-17
2ae8b738-f7df-41b4-9969-994f5ecce1df,INF194K015M6,Bandhan Banking & PSU Fund Regular IDCW,125349877000,11.7219,0.66,-0.00085,0.11188,0.93948,2.19795,5.99572,6.49271,6.64853,5.57008,6.16759,6.58495,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:23:10.062 +0530,2026-03-17
290c691f-7d22-479d-81d8-f184d3dd057a,INF677K01AH0,HSBC Banking & PSU Debt Regular IDCW,44311159000,10.3046,0.58,-0.0097,-0.04885,0.72145,2.06501,6.76852,6.85027,6.66823,5.22027,5.86463,6.02635,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:16:08.471 +0530,2026-03-17
fb78d71e-61bb-4bc5-9e04-bc02bb6e55c0,INF204KC1DX0,Nippon India Nifty Realty Index Fund Regular IDCW,354026454,6.428,0.9,-1.56504,-16.50972,-20.24814,-23.93079,-13.3015,,,,,-29.2229,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:13:03.426 +0530,2026-03-17
babf0043-5467-4519-b8fa-cd7b9d6e1c4f,INF846K01EG5,Axis Midcap Direct IDCW,319771179000,47.9,0.55,-0.16674,-6.68225,-6.62207,-8.8832,10.67235,9.84076,18.8822,14.59197,17.57825,17.80649,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:01:09.633 +0530,2026-03-17
bdb2c107-db45-4c8c-b1d8-2c3de53c6f05,INF0GCD01396,TRUSTMF Short Duration Fund Direct IDCW,1017472135,1147.673,0.23,-0.02345,-0.05251,0.85694,2.29634,7.1857,7.49073,7.47915,,,6.10315,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:26:06.568 +0530,2026-03-17
b55a4704-845a-4fcb-9539-7faf30db40da,INF090I01GV8,Franklin India Money Market Fund Direct Growth,43518587536,54.113,0.13,0.03882,0.24509,1.29632,2.834,7.19372,7.39987,7.48572,6.30709,6.43147,7.44698,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:18:10.596 +0530,2026-03-17
e891d46a-41bb-44aa-8ff2-86e8dae14c11,INF090I01ER1,Franklin India Credit Risk Fund Regular IDCW,1039963534.25,13.5858,,0.14226,0.91063,2.91961,4.95585,7.45199,8.90621,11.01422,5.55042,5.68216,6.46396,2023-07-15,2023-06-11,2023-06-11,2023-07-15,2025-05-13 13:36:09.909 +0530,2025-05-13
988782fe-b1cb-4ea4-84b1-8988039f0819,INF760K01KB6,Canara Robeco Value Fund Regular IDCW,12990772000,15.87,2.13,0.44304,-7.73256,-7.94664,-7.3014,5.2206,4.25709,15.29936,,,12.26488,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:09:07.495 +0530,2026-03-17
3304126e-816f-4616-a602-d9722c48148f,INF0QA701BN2,Bajaj Finserv Small Cap Fund Direct Growth,16337416050,8.621,0.55,-0.64538,-8.6565,-9.08995,-12.70757,,,,,,-13.79,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:05:14.053 +0530,2026-03-17
0a0d71ae-544f-4f00-a465-ee10708cf625,INF769K01GT7,Mirae Asset Banking and Fincl Svcs Fund Regular IDCW,22721321000,20.495,2,1.38009,-9.01221,-5.44842,0.10746,17.63187,12.67262,17.72972,12.68143,,14.61865,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:15:06.369 +0530,2026-03-17
b06918db-8355-488a-912b-a346b8de80b5,INF194K01J02,Bandhan Liquid Direct IDCW,173841155000,1336.3119,0.07,0.00533,0.4095,1.44461,2.91076,6.28929,6.80652,6.97769,5.93948,2.92748,4.98857,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:05:05.254 +0530,2026-03-17
ada46498-063b-4763-b16f-bdc21720c4b5,INF277KA1695,Tata Multicap Fund Direct IDCW,31678579139,14.1942,0.47,0.22171,-8.05913,-7.23351,-5.25199,12.80099,5.40051,13.34786,,,11.89773,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:17:02.811 +0530,2026-03-17
36c1e6be-817b-4450-a36a-45c259bf3771,INF179KC1GI5,HDFC Defence Fund Direct Growth,80966570000,24.238,0.82,-0.83057,-2.39601,4.70431,-4.137,36.34472,24.069,,,,37.32574,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:24:12.730 +0530,2026-03-17
4bc52c57-5566-4751-beb8-3fb498d4d927,INF277KA1CP2,Tata Nifty Capital Markets Index Fund Direct IDCW,4963201962,12.1865,0.52,0.92757,-5.19294,-1.72257,3.66461,53.01792,,,,,15.27804,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:08:03.924 +0530,2026-03-17
fe913b5c-407f-460f-9961-036bc2cb5eac,INF767K01GW5,LIC MF Infrastructure Direct Growth,10066828000,54.1066,0.98,0.05751,-6.00667,-3.75882,-6.50158,16.98016,16.37703,28.34239,23.4445,20.32507,15.12634,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:13:04.086 +0530,2026-03-17
5a2132eb-4e57-4fa3-bb20-640c5106aae6,INF666M01JO6,Groww Nifty India Railways PSU Index Fd Regular IDCW,481348323,8.0262,1.07,-1.08696,-10.6383,-9.46091,-18.14343,-8.29506,,,,,-17.9871,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:21:13.590 +0530,2026-03-17
152ee749-8441-422b-b28d-b1b1b651f2b6,INF200KA1DF3,SBI Equity Savings Direct Growth,57311593999.9999,26.5409,0.94,0.06145,-1.82183,-1.63943,-0.11711,8.74571,7.78024,11.63633,9.14725,10.02081,9.45703,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 04:25:10.023 +0530,2026-03-17
1f119ae9-fe78-4f35-b889-5660a19df17e,INF767K01527,LIC MF Banking & PSU Fund Regular IDCW,18794889000,11.5204,0.68,-0.03037,-0.02343,0.71424,2.05249,6.74015,6.57345,6.77362,5.55311,5.85832,5.15787,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:15:04.550 +0530,2026-03-17
8fb992d4-0ca2-4eb0-be3d-53a2ae2c0c5b,INF397L01JL6,LIC MF Midcap Fund Regular IDCW,3371522000,24.5708,2.5,-0.30674,-8.02758,-9.68543,-11.63236,3.80698,7.69167,18.97471,12.57449,13.27166,10.34005,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:10:12.232 +0530,2026-03-17
af1f6c87-b348-4b66-8ba8-734732267074,INF769K01MV1,Mirae Asset Gold ETF Fund of Fund Direct Growth,4933279000,19.429,0.49,-2.12091,0.36677,16.23691,38.14704,74.89423,,,,,61.36296,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:29:10.744 +0530,2026-03-17
f6a0d948-2cb9-4464-b4d2-ce3d8942d16c,INF209K01KL3,Aditya BSL ELSS Tax Saver Regular Growth,147878079000,56.41,1.69,0.69618,-9.19189,-9.33783,-8.61818,8.52251,6.33379,14.26586,7.55638,8.85355,10.07325,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:09:03.966 +0530,2026-03-17
12c7a4af-235f-4896-a74f-29a336b298bd,INF579M01BN0,360 ONE Multi Asset Allocation Fund Direct IDCW,3882578796,11.9263,0.39,-0.46736,-1.77638,4.36453,15.41307,,,,,,19.823,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 12:01:09.199 +0530,2026-03-17
76258f7f-2072-4092-b457-7895fb088d23,INF204K01FS9,Nippon India Credit Risk Regular IDCW,10590361018.8,13.2133,1.48,0.0212,0.41951,1.65629,3.358,8.56921,8.32433,7.95059,8.40666,4.91678,5.90205,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:06:07.712 +0530,2026-03-17
f2d24e68-65a3-409a-92fd-2afa8f10531b,INF917K01TM0,HSBC Medium Duration Direct IDCW,7461458000,11.5694,0.4,0.01297,-0.43374,-0.67991,-0.96642,3.19917,5.80562,5.97494,5.66597,6.25743,6.45093,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:02:04.571 +0530,2026-03-17
072fb715-0b34-4251-bef1-15161e7e0730,INF846K011A2,Axis Quant Fund Regular Growth,8824392000,14.56,2.25,0,-9.11361,-9.17031,-6.54685,5.12635,-1.2138,11.58351,,,8.30991,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:18:12.529 +0530,2026-03-17
9bcb7480-2d34-43b5-8834-d676d495f217,INF189A01038,UTI Large Cap Regular IDCW,126582060000,49.4704,1.75,0.93837,-9.43385,-10.90235,-11.98785,-0.07575,1.58626,10.15944,8.37349,9.15393,9.42748,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:03:10.978 +0530,2026-03-17
4070b245-908b-4f29-b8b6-e19c6f1f2fce,INF769K01BO9,Mirae Asset Low Duration Direct Growth,27195188000,2565.9146,0.17,0.02907,0.24859,1.2301,2.82913,7.28752,7.56735,7.55768,6.374,6.30984,7.04315,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:08:03.534 +0530,2026-03-17
f1b9ae5b-25f3-49c1-80ff-83802c1c3f26,INF174KA1PH5,Kotak Nifty G-Sec July 2033 Index Fund Regular IDCW,227605000,12.148,0.39,-0.05759,0.3229,1.33551,2.47585,6.82378,7.71777,,,,8.34217,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:17:09.237 +0530,2026-03-17
e25ceebf-ef16-4eac-bac9-78cc13a5b63c,INF789F01927,UTI Conservative Hybrid Fund Regular IDCW,16859338000,68.9406,1.81,-0.01102,-2.15085,-2.0062,-1.19542,4.8056,6.71963,9.08284,8.32611,7.65158,9.13775,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:03:06.154 +0530,2026-03-17
047e7f03-ee58-4fbc-a155-7b1288cfb671,INF204K01YP6,Nippon India Medium to Long Duration Fd Direct IDCW,3873080413.19,14.0099,0.67,-0.09271,0.44595,0.92048,2.2978,4.89254,6.39544,6.93219,6.40921,6.83307,6.35692,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:03:05.712 +0530,2026-03-17
382a1f20-9db3-43af-8a07-7d8fe41cef30,INF666M01GL8,Groww Overnight Fund Direct Growth,1259400488,1384.6322,0.14,0.01426,0.3728,1.22439,2.55349,5.42262,6.02337,6.19432,5.37214,,4.98584,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:21:06.152 +0530,2026-03-17
194771e8-b957-4ad0-b72a-72f921d3d8a0,INF754K01HQ3,Edelweiss Liquid Fund Regular IDCW,106313519000,2405.7503,0.19,0.00236,0.39865,1.42568,2.88348,6.26573,6.75693,6.86396,5.82792,5.56822,6.69286,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:17:09.693 +0530,2026-03-17
12076479-e474-4521-b870-7f85ea902fc6,INF204K01A33,Nippon India Dynamic Bond Direct IDCW,40842530493.26,30.1048,0.35,0.08977,0.83198,1.64257,3.77244,7.79201,8.13943,8.40609,6.89236,7.37282,7.29033,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:28:10.892 +0530,2026-03-17
9f7c1153-fff6-46eb-bbd9-b27150646ec4,INF200K01131,SBI Arbitrage Opportunities Fund Regular IDCW,443931509000,18.5336,0.92,0.04048,0.5294,1.57958,3.09274,6.3841,6.81792,7.17108,6.17349,5.6331,6.30963,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:29:13.012 +0530,2026-03-17
29f81db7-58a2-4df1-b064-4a40cef4dc17,INF00XX01176,ITI Multi Cap Fund Direct IDCW,13366902000,22.3197,0.34,0.36558,-7.29405,-6.4543,-6.38461,13.47029,6.54662,20.2059,13.14802,,14.48967,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:11:04.502 +0530,2026-03-17
007a4336-7d77-40e8-a138-46a7746ff221,INF754K01MA7,Edelweiss Nifty PSU BPSDL Apr 2650:50Idx Regular IDCW,61493283000,13.4927,0.43,0.04226,0.39435,1.33915,2.78351,6.78829,7.05655,7.14991,,,6.18224,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:05:03.903 +0530,2026-03-17
2b92a5e0-f6a8-461b-897f-655acf46a03b,INF109K017B9,ICICI Prudential Corporate Bond Direct IDCW,332373630845.956,10.2158,0.35,-0.02349,-0.49481,0.33576,2.05094,6.68889,7.29605,7.42821,6.6,6.90459,6.74129,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:16:07.057 +0530,2026-03-17
dc271384-865f-44b5-91e0-ce136fa228e4,INF846KA1028,Axis CRISIL IBX AAA Bd NBFC HFC 0627 Idx Direct Growth,516733000,10.9679,0.15,0.03192,0.26878,1.2995,2.85653,7.84775,,,,,7.61157,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:04:03.784 +0530,2026-03-17
43fd5faa-4dd4-43de-af58-fae8f8943a73,INF205K01NJ9,Invesco India Gold ETF Fund of Fund Direct Growth,4859748000,44.4987,0.1,-2.42669,-0.00607,15.87901,37.11526,71.93578,49.89544,36.20309,26.22352,23.79355,11.5518,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:03:09.793 +0530,2026-03-17
4c8187f2-1da0-452a-a385-95529d7ac68e,INF082J01390,Quantum ESG Best In Class Strategy Fund Regular Growth,948848000,21.35,2.18,0.42333,-9.64875,-11.41079,-13.17609,0.23474,0.4717,10.34636,8.00067,,12.02853,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:12:07.858 +0530,2026-03-17
1e8fc48d-4c58-446d-b2c1-d65b2b82d0f2,INF194K01S27,Bandhan Medium to Long Duration Direct IDCW,4607524789,12.6852,1.32,-0.02995,0.11286,0.05285,0.43626,1.53693,4.28934,5.42876,4.65739,5.54825,4.81065,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:27:05.126 +0530,2026-03-17
70ce420e-cfa1-4352-8d2d-8a76918ecc44,INF109K01EH6,ICICI Pru Midcap Regular IDCW,72803764224.278,38.4,1.86,-0.18196,-6.77349,-4.07195,-2.79235,21.31083,12.36789,22.59443,17.16742,16.69102,16.74323,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:29:11.728 +0530,2026-03-17
244350f8-5154-48da-accd-0e6b7f69950a,INF663L011A1,PGIM India Multi Asset Allocation Fund Direct IDCW,2475461000,10.1,0.55,-0.39448,-4.44655,0.39761,,,,,,,1,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:23:04.995 +0530,2026-03-17
3e1bd341-b929-4381-8000-6158d391a274,INF174KA1GX1,Kotak Nifty 50 Index Fund Regular Growth,10554682000,15.227,0.32,1.1089,-8.85311,-9.44933,-7.16942,5.28244,3.68825,11.88065,,,9.28918,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:24:12.856 +0530,2026-03-17
519c6077-7cd4-4626-8637-08cfe2d85892,INF174KA1VR2,Kotak Nifty Midcap 150 Index Fund Direct IDCW,215420000,10.352,0.15,-0.36574,-8.30824,-8.21068,-7.52189,,,,,,3.52,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:21:04.269 +0530,2026-03-17
b1e9e9f0-7ad4-4aab-a0b5-7381a4d1754a,INF090I01TM0,Franklin India Crdt Rsk Sgtd Ptf 2 IDCW,1058421901.37,1.1015,,0,259.02868,267.2891,280.35221,309.17533,,,,,151.09358,2023-08-31,2023-09-08,2023-09-08,2023-08-31,2025-01-17 13:24:06.383 +0530,2025-01-17
6b361286-3529-4074-b476-f2c8dcb3c20b,INF754K01OJ4,Edelweiss CRISIL PSU Plus 50:50 1025 Idx Direct IDCW,5650537000,12.3836,0.2,0.01454,0.44775,1.39189,3.00268,6.75333,7.28214,7.2364,,,6.04691,2025-10-15,2025-10-30,2025-10-30,2025-09-30,2025-10-31 07:29:14.146 +0530,2025-10-31
4da04c76-cac3-4a9f-9a86-c8da690d6be3,INF955L01856,Baroda BNP Paribas Banking & Fin Serv Regular Growth,3965275000,46.0205,2.4,1.1464,-9.57578,-7.11861,-3.42844,10.9853,10.78602,16.6788,10.0811,10.75618,11.75932,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:15:04.502 +0530,2026-03-17
9cc7e86e-f954-41c4-a0d7-6bb17083db1f,INF200KB1654,SBI BSE PSU Bank Index Fund Regular Growth,2847060000,13.6324,0.72,0.44725,-7.37663,3.37678,18.74396,,,,,,36.324,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:26:11.265 +0530,2026-03-17
MANUAL_REPO_CREATION_21_JAN_2025,INF204KC1451,,1680911634.00,11.88630,,,,,,,,,,,,,2024-10-31,,2024-10-31,2024-11-01 00:00:00.000 +0530,2024-11-01
9c601e54-a6a4-4fa5-8ae7-89fc4945e257,INF204K01EM5,Nippon India Corporate Bond Regular IDCW,89501479600.82,12.0552,0.78,-0.01908,0.01825,0.76978,2.17543,6.85669,7.22961,7.16163,6.52607,6.43943,6.57558,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:19:11.207 +0530,2026-03-17
eddbd800-2c44-4bb4-bdd0-6a114f1b4545,INF00XX01341,ITI Liquid Fund Direct IDCW,557922000,1001.6273,0.09,0.01001,0.215,,,,,,,,0.70159,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:27:12.787 +0530,2026-03-17
1ba1e746-214d-483a-9cc4-aa8fc87de692,INF209KB19E9,Aditya BSL Nifty SDL Apr 2027 Idx Fd Regular Growth,33958728000,12.8213,0.51,0.0515,0.42846,1.31491,2.86005,7.06186,7.36214,7.40103,,,6.20428,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:02:09.407 +0530,2026-03-17
dff0861d-6b58-4fad-b65b-0961f4e9d0bc,INF666M01JE7,Groww Multicap Fund Direct IDCW,3747763840,9.9005,0.45,0.2359,-8.01784,-8.33549,-7.55836,16.93182,,,,,-0.79952,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:14:10.831 +0530,2026-03-17
ca928ee3-09cc-4800-9d3c-45ceb6b7cc38,INF846K01DK9,Axis Dynamic Bond Fund Direct IDCW,11319041000,12.9563,0.32,0.04015,0.44967,1.23612,2.85968,6.95671,7.30975,7.7327,6.62667,7.09764,7.22324,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:13:09.221 +0530,2026-03-17
a594257b-fc4b-48eb-a17b-c0c21848e8c8,INF917K01E37,HSBC Equity Savings Fund Direct IDCW,7801371000,16.7558,0.67,-0.00298,-2.48391,-2.51228,-4.3268,8.86625,9.4332,12.90115,10.71611,10.17469,8.95891,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:10:04.804 +0530,2026-03-17
a8690094-eeeb-40f5-8945-be7415520f16,INF846K01A29,Axis Balanced Advantage Fund Direct Growth,37992320000,23.1,0.73,0.43478,-4.50599,-4.06977,-1.82745,6.54982,9.12019,15.30096,11.37416,10.95207,10.19835,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:13:08.638 +0530,2026-03-17
6c4d2baa-0cae-4c32-8994-3138c17d8c86,INF789F1A777,UTI Equity Savings Direct Growth,8354069000,19.8068,0.66,0.17398,-2.59182,-2.1459,1.34132,7.5107,7.13775,11.10669,9.9208,9.99314,9.46958,2026-02-28,2026-03-16,2026-03-13,2026-02-28,2026-03-17 04:26:10.627 +0530,2026-03-17
7c2f6a7e-af62-4663-baa7-b25cedc16f11,INF336L01BZ1,HSBC Liquid Fund Direct IDCW,177346609000,1040.5316,0.12,0.0022,0.39656,1.43664,2.89246,6.31533,6.83259,6.99502,5.98874,5.05266,5.35554,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 08:27:04.017 +0530,2026-03-17
bc2c8f1d-041b-4ed3-bf5a-209dc808b5b5,INF200K01RW4,SBI Equity Hybrid Fund Direct IDCW,823176454000,94.4996,0.72,0.37143,-5.2797,-5.50248,-3.83404,8.95913,9.03237,15.00254,11.50688,12.64722,14.01805,2026-02-28,2026-03-16,2026-03-16,2026-02-28,2026-03-17 05:06:08.312 +0530,2026-03-17
